id,name,description,brand,color,barcode,origin,material,size,price
327,turpis adipiscing lorem,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",brand_10,Orange,52343-046,Sudan,,,22.9
328,in quam fringilla rhoncus mauris,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,brand_8,,24236-234,Mongolia,,S,17.75
329,interdum eu tincidunt in leo,Mauris lacinia sapien quis libero.,brand_3,,51442-542,Canada,,3XL,12.18
330,pede justo lacinia eget tincidunt eget,,brand_4,Blue,24385-316,China,Vinyl,,13.36
331,amet lobortis sapien,Nulla justo.,brand_6,,49693-1401,Russia,,,17.4
332,volutpat quam pede lobortis ligula,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.",brand_9,,49967-041,,,,10.95
333,nulla ac,,brand_3,,62750-040,Indonesia,,,22.78
334,rhoncus mauris enim leo rhoncus,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.",brand_1,,54868-6262,Philippines,Rubber,,19.91
335,ac est lacinia nisi venenatis,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",brand_5,,55700-007,North Korea,Wood,,28.14
336,faucibus cursus urna,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",brand_10,Teal,54569-1051,Bangladesh,,,16.35
337,faucibus accumsan odio curabitur convallis duis,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.",brand_8,,51346-137,Argentina,,,18.17
338,rutrum nulla nunc purus phasellus,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",brand_3,Blue,0591-3965,Indonesia,,,16.24
339,a ipsum integer a nibh,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",brand_8,Orange,49349-570,Belarus,,XL,26.73
340,facilisi cras non,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",brand_1,Yellow,55111-257,Ireland,,3XL,6.35
341,faucibus cursus urna ut tellus nulla,"Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",brand_7,Green,0363-5440,China,,,26.16
342,dolor vel est donec odio justo,Nunc nisl.,brand_1,Violet,57520-0657,Indonesia,,,27.37
343,aliquet ultrices erat,,brand_7,Maroon,57469-062,Russia,,XS,9.19
344,eleifend luctus ultricies,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",brand_1,Yellow,36987-2061,Brazil,Rubber,2XL,8.01
345,fusce posuere felis sed,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",brand_3,Puce,10424-167,Poland,Wood,,18.97
346,vestibulum ante ipsum primis in,Nunc rhoncus dui vel sem. Sed sagittis.,brand_10,Blue,35356-935,Nicaragua,Stone,,27.88
347,sed tristique in tempus,Quisque porta volutpat erat.,brand_9,Maroon,0006-0325,Netherlands,,,12.24
348,sed magna,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",brand_2,Violet,52233-001,Peru,,,14.63
349,urna ut,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",brand_3,Aquamarine,21695-767,Canada,,,
350,sollicitudin ut suscipit,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",brand_5,Red,13668-003,Somalia,,,9.5
351,aliquam sit amet,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",brand_2,Fuscia,0378-1901,Argentina,Plexiglass,,21.64
352,metus arcu adipiscing molestie hendrerit,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",brand_5,,76454-101,Japan,,,7.68
353,justo eu massa donec dapibus duis,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",brand_1,,68258-7095,Argentina,Stone,,17.21
354,augue vel,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",brand_3,,62742-4038,China,Vinyl,,12.8
355,fusce posuere felis sed lacus morbi,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,brand_8,,63874-101,China,,L,8.37
356,metus aenean fermentum donec,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",brand_2,,10526-003,China,,,5.0
357,in faucibus orci luctus et ultrices,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",brand_3,Yellow,68737-225,Norway,,,22.32
358,leo pellentesque ultrices,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.,brand_5,,61957-1920,Brazil,,,20.71
359,aenean sit amet,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",brand_3,Blue,0904-6408,Palestinian Territory,,,11.85
360,neque vestibulum eget vulputate ut,Quisque porta volutpat erat.,brand_7,Pink,63739-545,Brazil,,,14.14
361,massa donec dapibus,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",brand_9,Red,37000-851,France,,2XL,29.66
362,diam in magna,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",brand_5,Aquamarine,0904-5802,Norway,,,18.33
363,interdum eu tincidunt in,"Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",brand_5,Goldenrod,0555-0140,China,,,14.07
364,scelerisque quam turpis adipiscing,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",brand_3,Red,68788-9064,Russia,,M,23.07
365,volutpat convallis morbi odio odio elementum,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",brand_3,,59779-254,Russia,Brass,S,22.52
366,vestibulum ante ipsum,"Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",brand_8,Mauv,0781-5051,,Vinyl,,21.06
367,vel enim sit amet nunc viverra,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",brand_4,Puce,68180-197,Indonesia,,XS,22.65
368,maecenas rhoncus aliquam lacus morbi,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",brand_5,Goldenrod,58232-0040,Japan,,S,5.75
369,proin interdum mauris non ligula pellentesque,,brand_7,Orange,67046-140,China,,M,17.47
370,sit amet erat nulla tempus,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,brand_4,Orange,68084-520,Poland,,,23.99
371,cras pellentesque,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,brand_6,Orange,55319-146,China,Granite,,15.72
372,imperdiet nullam orci pede,Nullam porttitor lacus at turpis.,brand_1,Crimson,46122-036,China,,M,9.9
373,iaculis congue,,brand_1,Fuscia,49035-401,Indonesia,,S,26.0
374,eu nibh,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",brand_1,,57896-778,Denmark,,,14.85
375,elementum eu,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",brand_1,Aquamarine,68479-313,China,Wood,,28.19
376,pede justo eu massa donec dapibus,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",brand_3,Turquoise,49304-0010,United States,,,26.52
377,non quam nec dui luctus rutrum,Nulla ac enim.,brand_9,Fuscia,52644-003,,Plastic,,24.35
378,varius ut,,brand_10,Goldenrod,43857-0234,China,,,9.06
379,curabitur in libero ut massa volutpat,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,brand_3,Yellow,50419-320,Poland,,,16.36
380,semper interdum mauris ullamcorper,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",brand_5,Aquamarine,65044-4350,China,,,10.21
381,aliquet ultrices erat,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,brand_9,Purple,0942-6464,Indonesia,,,14.54
382,posuere nonummy integer non velit donec,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,brand_7,Orange,64193-425,China,,,14.92
383,in lectus pellentesque at,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",brand_3,Mauv,49349-753,China,,,18.21
384,commodo vulputate justo,,brand_4,Violet,51672-4130,Brazil,,,18.93
385,nam ultrices libero non,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,brand_6,,49738-394,Iran,,,20.86
386,fusce congue diam id ornare,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,brand_5,Goldenrod,66579-0019,Russia,,M,29.86
387,varius nulla facilisi cras non,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,brand_6,Puce,55316-340,Bahamas,Aluminum,,23.56
388,non mattis pulvinar,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,brand_4,Goldenrod,43742-0207,Philippines,,,24.31
389,et magnis,,brand_9,Orange,64205-224,United Kingdom,,3XL,8.68
390,felis fusce posuere felis,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,brand_8,,11822-0854,Dominica,,,16.56
391,nulla facilisi,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,brand_2,Red,0781-2809,Indonesia,Brass,S,14.93
392,non lectus aliquam,,brand_2,Blue,63323-315,Sweden,,3XL,27.65
393,amet nulla quisque arcu,,brand_8,Puce,69072-100,Russia,Stone,,20.69
394,vel augue vestibulum,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",brand_4,Turquoise,64525-0701,,,,8.58
395,nullam molestie,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",brand_5,Goldenrod,43547-221,Poland,,,28.12
396,sit amet nunc viverra dapibus,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",brand_2,,47593-406,New Caledonia,Stone,L,27.13
397,enim in tempor,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,brand_1,Teal,52686-316,Indonesia,,M,13.63
398,volutpat in congue,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,brand_7,Puce,13985-529,Thailand,,,19.04
399,duis mattis,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.",brand_3,Goldenrod,49614-191,China,,,6.4
